Order_ID,User_ID,Restaurant_ID,Driver_ID,Item_Name,Quantity,Total_Price,Order_Time,Delivery_Time,Delivery_Duration_Minutes,City,Payment_Method,Order_Status,Driver_Vehicle,Restaurant_Lat,Restaurant_Lon,Customer_Lat,Customer_Lon,Driver_Lat,Driver_Lon,Delivery_Distance_km,Traffic_Level,Driver_Availability,Hour,Revenue,Day,Month
3887,U6412,89,390,Shawarma,2,279.58,2025-06-14 10:35:00,,51.0,Zagazig,Cash,Delivered,Motorbike,30.604356821781284,31.49351575957744,30.603487250638217,31.51434226608422,30.599573840724823,31.484001029285945,1.99951884884368,Medium,Online,10,559.16,Saturday,June
3888,U9389,101,441,Salad,1,130.73,2025-06-09 01:47:00,,40.0,Zagazig,Wallet,Cancelled,Bicycle,30.59311657427448,31.4990746973274,30.597787914250976,31.501117199034194,30.576594865396256,31.51947037838343,0.553685469316552,Low,Online,1,130.73,Monday,June
3889,U9190,163,306,Salad,2,124.88,2025-06-09 18:04:00,,31.0,Cairo,Wallet,Delivered,Bicycle,30.04959282617739,31.22532419110307,30.035224316228856,31.22243831397856,30.052300559370256,31.222779933112182,1.616929813608898,High,Online,18,249.76,Monday,June
3890,U2977,576,378,Sandwich,3,393.4500000000001,2025-06-14 04:15:00,,30.0,Mansoura,Credit Card,Delivered,Motorbike,31.034028425327357,31.39251665692937,31.026380465694377,31.40009317125328,31.045733849649576,31.368836031770076,1.1145561182852646,Low,Online,4,1180.3500000000004,Saturday,June
3891,U8908,962,273,Fried Chicken,2,98.92,2025-06-14 02:16:00,,48.0,Assiut,Credit Card,Delivered,Bicycle,27.190995915292152,31.193989857530404,27.172485406558625,31.18641004163828,27.18516076131777,31.19359736424552,2.18428977783279,Low,Online,2,197.84,Saturday,June
3892,U7729,245,31,Koshary,4,445.36,2025-06-02 00:33:00,,41.0,Alexandria,Credit Card,Delivered,Car,31.201351760734035,29.92240721135459,31.19894786192054,29.919959319289028,31.204937329212463,29.936037163270484,0.3542076539573953,Low,Online,0,1781.44,Monday,June
3893,U8978,165,377,Burger,2,277.02,2025-06-12 23:50:00,,34.0,Zagazig,Credit Card,Cancelled,Car,30.59479752284913,31.511243884070687,30.58562269856535,31.486947939026454,30.60426947100245,31.51124292653753,2.542547927676951,Low,Online,23,554.04,Thursday,June
3894,U8953,667,266,Burger,4,350.96,2025-06-12 02:48:00,,38.0,Cairo,Wallet,Delivered,Car,30.04153831615395,31.230123316331337,30.03810430023224,31.22555392672384,30.03787755160307,31.23186842941169,0.5823517730704901,Low,Online,2,1403.84,Thursday,June
3895,U7534,607,114,Koshary,1,58.29,2025-06-10 03:12:00,,27.0,Giza,Credit Card,Delivered,Bicycle,30.022359858561728,31.22402298616809,29.99887457120613,31.189931838732686,30.001141777696198,31.22549678612234,4.194650844412641,Low,Online,3,58.29,Tuesday,June
3896,U6964,118,348,Fried Chicken,2,297.16,2025-06-15 18:28:00,,31.0,Mansoura,Cash,Delivered,Bicycle,31.05087886070418,31.398392033093156,31.057295638068677,31.386407123270537,31.03694126611262,31.38768566234137,1.3471398819311369,High,Offline,18,594.32,Sunday,June
3897,U3577,477,227,Sandwich,2,149.08,2025-06-12 23:37:00,,52.0,Zagazig,Wallet,Delivered,Motorbike,30.573557450264115,31.508559350800446,30.596950447806552,31.49379834235509,30.577881822860896,31.518201703882347,2.954697771435078,Low,Online,23,298.16,Thursday,June
3898,U8237,946,79,Salad,2,62.32,2025-06-15 03:35:00,,31.0,Zagazig,Credit Card,Delivered,Motorbike,30.60101718862297,31.49691881591217,30.57561165146064,31.51059472486622,30.57215289449462,31.506919290329737,3.106975695798426,Low,Online,3,124.64,Sunday,June
3899,U1063,183,94,Pizza,5,669.35,2025-06-11 14:55:00,,26.0,Tanta,Credit Card,Delivered,Bicycle,30.788111861271613,31.01187122435813,30.786220120463124,30.987381896830545,30.78344363303316,30.99208466799062,2.353377545378326,Medium,Online,14,3346.75,Wednesday,June
3900,U4937,217,250,Salad,5,433.4,2025-06-11 09:41:00,,27.0,Zagazig,Wallet,Cancelled,Car,30.60148663636361,31.521223939636734,30.58082350445006,31.50847507121754,30.59378919242445,31.491575673016687,2.596668683995217,High,Online,9,2167.0,Wednesday,June
3901,U4681,199,360,Pasta,2,157.76,2025-06-05 01:07:00,,27.0,Mansoura,Cash,Delivered,Car,31.03515206825364,31.38465974357605,31.05322626864328,31.3799023525072,31.04184033237061,31.36802743583292,2.054707327168808,Low,Online,1,315.52,Thursday,June
3902,U8534,10,451,Pizza,4,162.68,2025-06-05 18:21:00,,40.0,Tanta,Credit Card,Delivered,Bicycle,30.78166161941532,31.004593880798435,30.796834726631108,30.98093211879356,30.784490316903955,31.01269815684456,2.8211410648630424,High,Online,18,650.72,Thursday,June
3903,U8456,865,34,Koshary,3,137.55,2025-06-14 15:49:00,,23.0,Mansoura,Cash,Delivered,Bicycle,31.05450242930069,31.395525831244736,31.030313355413327,31.396084237111783,31.037113785074627,31.3742349116857,2.6823770294868474,Medium,Online,15,412.65000000000003,Saturday,June
3904,U9348,8,456,Sushi,5,523.05,2025-06-10 14:19:00,,39.0,Assiut,Credit Card,Delivered,Bicycle,27.17094677070194,31.19060603389954,27.194717814913737,31.196306148375587,27.16121950925401,31.190889041259247,2.693867605185908,Medium,Offline,14,2615.25,Tuesday,June
3905,U1346,707,133,Sushi,1,140.55,2025-06-11 15:58:00,,35.0,Cairo,Wallet,Delivered,Bicycle,30.058168493011447,31.22357238523776,30.02784495169675,31.2518021526876,30.05901490903561,31.243753330052822,4.325739523155111,Medium,Online,15,140.55,Wednesday,June
3906,U3337,704,162,Shawarma,2,189.74,2025-06-01 14:20:00,,26.0,Assiut,Cash,Delivered,Motorbike,27.180260822900376,31.180624304596677,27.191337392324076,31.172483341192248,27.164760774973075,31.195938543810176,1.4687283936919329,Medium,Online,14,379.48,Sunday,June
3907,U9896,880,333,Koshary,5,468.65,2025-06-06 21:48:00,,39.0,Mansoura,Cash,Delivered,Motorbike,31.03846381770205,31.385981551940933,31.02863849003252,31.37324839211696,31.03455621744617,31.36550606183472,1.632312016467338,Low,Online,21,2343.25,Friday,June
3908,U5700,650,189,Pizza,5,159.60000000000002,2025-06-02 16:41:00,,21.0,Tanta,Wallet,Delivered,Bicycle,30.77883873125958,30.9967511012074,30.776034856781795,30.99752109214537,30.76757542200197,30.97917219289253,0.3194724222799292,High,Offline,16,798.0000000000001,Monday,June
3909,U4551,503,354,Sandwich,4,241.0,2025-06-05 23:30:00,,45.0,Tanta,Wallet,Delivered,Motorbike,30.78942168802476,31.00539826389575,30.78731305539685,30.99715189545104,30.7715871046895,30.9906988576496,0.8231895619116987,Low,Online,23,964.0,Thursday,June
3910,U1381,79,299,Shawarma,5,399.15,2025-06-15 13:36:00,,39.0,Zagazig,Cash,Delivered,Car,30.58070844785105,31.49326144037256,30.57651625084569,31.505789628014256,30.581228877715255,31.51146609450131,1.2884640964658336,Medium,Online,13,1995.75,Sunday,June
3911,U6937,834,341,Salad,3,169.56,2025-06-07 21:48:00,,31.0,Mansoura,Wallet,Delivered,Bicycle,31.019470776569666,31.36784982826701,31.019216271528663,31.364001329645216,31.03964198788145,31.37092467935337,0.3685555525160455,Low,Offline,21,508.68,Saturday,June
3912,U9381,226,377,Fried Chicken,3,170.22,2025-06-12 18:54:00,,44.0,Giza,Wallet,Cancelled,Car,30.00397994421377,31.19003684052148,30.001523561084102,31.19823445821069,30.01690540961758,31.189344059224723,0.8364954720133212,High,Online,18,510.65999999999997,Thursday,June
3913,U5835,717,190,Salad,3,274.59000000000003,2025-06-01 10:24:00,,30.0,Tanta,Credit Card,Delivered,Car,30.766755161736263,30.979757199812752,30.770300746761443,31.01469876107258,30.79975646792365,30.998617807620622,3.3681178155916305,Medium,Online,10,823.7700000000001,Sunday,June
3914,U3810,58,206,Pasta,1,106.81,2025-06-16 05:47:00,,36.0,Mansoura,Credit Card,Delivered,Bicycle,31.057034191482277,31.37576902938087,31.0329411053634,31.396273932404643,31.046398407394804,31.37695700534105,3.3116009864006988,Low,Online,5,106.81,Monday,June
3915,U6118,970,453,Salad,5,667.95,2025-06-07 10:07:00,,40.0,Mansoura,Wallet,Delivered,Motorbike,31.05652988839279,31.362370295863894,31.04618778540443,31.37951234516425,31.032895705300295,31.39521093898917,1.9980278422727649,Medium,Online,10,3339.75,Saturday,June
3916,U2371,570,70,Fried Chicken,2,172.62,2025-06-15 22:24:00,,54.0,Cairo,Credit Card,Delivered,Car,30.04020621189889,31.226567361400967,30.058056416225227,31.21625191302187,30.02863894009403,31.247325201921043,2.2147482244991945,Low,Online,22,345.24,Sunday,June
3917,U1624,202,353,Pizza,2,113.48,2025-06-14 01:17:00,,30.0,Zagazig,Wallet,Delivered,Car,30.59683483417359,31.502536234285664,30.58872972144227,31.489055964829024,30.586272067613496,31.5172869091912,1.5744485483459634,Low,Offline,1,226.96,Saturday,June
3918,U9345,5,175,Sandwich,1,92.35,2025-06-11 04:41:00,,25.0,Zagazig,Cash,Delivered,Bicycle,30.58153224393642,31.51176614277273,30.60430084831681,31.52039857619459,30.576960069685207,31.498812513809327,2.6564921391805734,Low,Online,4,92.35,Wednesday,June
3919,U4269,484,495,Burger,2,187.74,2025-06-12 19:54:00,,23.0,Alexandria,Credit Card,Delivered,Bicycle,31.20694372628344,29.922257400255443,31.18997431623193,29.92033044702921,31.21940301967467,29.91983140281936,1.890389274169756,High,Online,19,375.48,Thursday,June
3920,U9132,435,147,Salad,5,151.05,2025-06-14 16:38:00,,29.0,Mansoura,Wallet,Delivered,Bicycle,31.05011720172184,31.38288304153253,31.026767537107126,31.400357091230312,31.02291718677786,31.398393280379352,3.079707043619213,High,Online,16,755.25,Saturday,June
3921,U7074,641,282,Pasta,1,65.94,2025-06-12 19:51:00,,46.0,Giza,Cash,In Transit,Car,30.030970249787693,31.19858530822958,30.02997711882816,31.205303593691227,29.99631050494049,31.210599885020198,0.6573093211180829,High,Online,19,65.94,Thursday,June
3922,U3099,386,466,Sushi,4,587.52,2025-06-10 08:15:00,,35.0,Tanta,Credit Card,Delivered,Car,30.782508491033987,30.97883023591304,30.803017576805267,30.983366551336683,30.795330062521742,31.004370462997816,2.3148396035321257,High,Online,8,2350.08,Tuesday,June
3923,U9591,231,67,Burger,1,99.85,2025-06-06 03:55:00,,25.0,Cairo,Credit Card,Delivered,Car,30.05573191931824,31.22089064347233,30.03334776711257,31.221753373707664,30.032549334669635,31.250737313109887,2.482749363064605,Low,Online,3,99.85,Friday,June
3924,U8378,261,163,Shawarma,4,207.4,2025-06-12 02:29:00,,39.0,Zagazig,Wallet,Delivered,Car,30.578337138025287,31.52127297467544,30.592812389364184,31.483733222958055,30.572399272348008,31.51145667018244,3.9420426669675295,Low,Online,2,829.6,Thursday,June
3925,U1990,138,220,Sushi,2,288.56,2025-06-16 01:01:00,,33.0,Alexandria,Cash,Delivered,Bicycle,31.219713292151745,29.935810755421787,31.210496141763045,29.93766974854072,31.21748378063404,29.916699867235646,1.0371739266055109,Low,Online,1,577.12,Monday,June
3926,U4644,205,31,Sandwich,1,36.95,2025-06-13 05:40:00,,43.0,Assiut,Credit Card,Delivered,Car,27.161930783950574,31.17614553905577,27.16533910024728,31.18186125188357,27.200644974838013,31.193786842693264,0.6808366442843944,Low,Online,5,36.95,Friday,June
3927,U7544,696,149,Salad,5,596.35,2025-06-13 05:12:00,,41.0,Assiut,Credit Card,Delivered,Motorbike,27.185041152260045,31.17653928878042,27.17662446491751,31.198570814043222,27.19102710937506,31.185243832209068,2.3740827658048604,Low,Offline,5,2981.75,Friday,June
3928,U7476,821,446,Koshary,3,104.1,2025-06-02 14:54:00,,46.0,Mansoura,Credit Card,Delivered,Bicycle,31.04428023926605,31.39715297810538,31.02188047565492,31.36989838762754,31.056282352995368,31.398823106541737,3.5969638703639224,Medium,Offline,14,312.29999999999995,Monday,June
3929,U6073,769,242,Pizza,2,201.22,2025-06-15 21:04:00,,49.0,Zagazig,Cash,Delivered,Bicycle,30.59522182228297,31.485141546265705,30.58156367994181,31.499038675911677,30.596304291501603,31.51214815167952,2.0172634118477246,Low,Online,21,402.44,Sunday,June
3930,U2635,38,349,Sushi,1,109.52,2025-06-05 14:32:00,,35.0,Tanta,Credit Card,Delivered,Motorbike,30.771315503151563,30.98505647710661,30.77388828234672,30.98814988509364,30.80029021186016,30.98078825791753,0.4111593721598907,Medium,Online,14,109.52,Thursday,June
3931,U7160,461,183,Sushi,4,186.92,2025-06-02 20:09:00,,25.0,Mansoura,Credit Card,Delivered,Motorbike,31.055441191338925,31.36621672558166,31.034482554390863,31.38060286800629,31.028165621932988,31.39598362669329,2.6991598766333857,Low,Online,20,747.68,Monday,June
3932,U4655,994,55,Koshary,2,64.84,2025-06-03 16:18:00,,29.0,Tanta,Wallet,Delivered,Motorbike,30.773747331162003,31.01303671726165,30.790854396396597,31.01127607529582,30.791094967011365,31.01199620613444,1.9040602776051831,High,Online,16,129.68,Tuesday,June
3933,U5081,833,388,Sushi,4,465.28,2025-06-15 01:23:00,,23.0,Giza,Wallet,Delivered,Car,30.0180101361296,31.189163908398275,30.015383016609995,31.201205211380103,29.997949431561405,31.21123237526499,1.1975750482875984,Low,Online,1,1861.12,Sunday,June
3934,U5129,73,472,Shawarma,2,119.08,2025-06-14 06:39:00,,39.0,Zagazig,Cash,Delivered,Bicycle,30.576607043164927,31.482578233849715,30.604529821142613,31.493060484455675,30.602000822304543,31.49543974974623,3.2547495106123487,Low,Offline,6,238.16,Saturday,June
3935,U6412,560,197,Pizza,4,464.88,2025-06-13 15:24:00,,28.0,Cairo,Wallet,Delivered,Motorbike,30.03668865668085,31.24825372264923,30.04425264099199,31.251527279992303,30.028302634266645,31.23955602526646,0.8959631768341773,Medium,Online,15,1859.52,Friday,June
3936,U2635,980,290,Burger,4,401.44,2025-06-06 16:18:00,,46.0,Tanta,Credit Card,Cancelled,Car,30.788358341669124,31.003676225110983,30.786107627908084,31.014057952590893,30.787953441551775,31.012234333691804,1.0245443852876694,High,Online,16,1605.76,Friday,June
3937,U9756,206,349,Koshary,2,102.94,2025-06-03 07:05:00,,47.0,Tanta,Cash,Delivered,Motorbike,30.783187736742583,31.00072769113595,30.77467927289577,30.994806535433145,30.77057415374399,31.0041975458361,1.1004844604121338,High,Online,7,205.88,Tuesday,June
3938,U5524,594,226,Sandwich,3,330.27,2025-06-07 09:05:00,,32.0,Assiut,Credit Card,Delivered,Bicycle,27.16730902403906,31.200614488539404,27.17185108087117,31.19279947053778,27.17612193763404,31.176761053029267,0.9236706113969112,High,Online,9,990.81,Saturday,June
3939,U1958,900,209,Sandwich,3,217.32,2025-06-01 19:55:00,,41.0,Alexandria,Cash,Delivered,Motorbike,31.18693745609683,29.918034842282964,31.180743121505632,29.933040327536016,31.18500350337545,29.9049016070668,1.5866684940947149,High,Online,19,651.96,Sunday,June
3940,U6269,871,44,Fried Chicken,4,327.92,2025-06-03 10:27:00,,43.0,Assiut,Wallet,Delivered,Bicycle,27.177625791526516,31.182373735857677,27.197912629315404,31.178349195081218,27.19579894715201,31.16933867081232,2.283012620654564,Medium,Online,10,1311.68,Tuesday,June
3941,U2173,229,202,Burger,2,82.4,2025-06-06 09:09:00,,49.0,Tanta,Credit Card,Delivered,Bicycle,30.79679131913102,30.99503088127581,30.80613662321888,30.987173484839253,30.78815014463071,30.981380874918685,1.2801980435263725,High,Online,9,164.8,Friday,June
3942,U7127,460,226,Burger,5,481.35,2025-06-03 07:26:00,,58.0,Giza,Credit Card,Delivered,Motorbike,30.029018585873917,31.214989512239296,29.99746728477836,31.20116532641412,30.003755579930196,31.21948493126744,3.7431931271849246,High,Online,7,2406.75,Tuesday,June
3943,U9187,745,381,Koshary,1,147.17,2025-06-07 16:12:00,,16.0,Assiut,Credit Card,Delivered,Bicycle,27.164265106490376,31.176627832825996,27.178574977686203,31.176570831582666,27.163543638115677,31.16375920900806,1.5856328416152892,High,Online,16,147.17,Saturday,June
3944,U2199,884,75,Sushi,2,257.52,2025-06-08 14:05:00,,43.0,Giza,Credit Card,Delivered,Car,30.008824156302374,31.21563580636833,29.99376407565692,31.19074644734947,29.997819158367527,31.22148006708936,2.9247252732937423,Medium,Online,14,515.04,Sunday,June
3945,U8682,32,401,Burger,3,189.81,2025-06-12 08:26:00,,60.0,Tanta,Cash,Delivered,Car,30.77050982254892,31.006346714363204,30.80354608331531,30.98231515926677,30.789548470977383,30.99233052288824,4.324985840473637,High,Online,8,569.4300000000001,Thursday,June
3946,U2664,717,381,Burger,1,61.35,2025-06-10 06:18:00,,25.0,Zagazig,Wallet,Delivered,Bicycle,30.568363699225305,31.49045871219664,30.572453124355786,31.521674011046567,30.572836191047983,31.493888046991707,3.0285996023899213,Low,Offline,6,61.35,Tuesday,June
3947,U7424,867,427,Koshary,5,594.6,2025-06-03 14:44:00,,29.0,Tanta,Cash,Cancelled,Car,30.79296874730576,31.00199800458479,30.784542127765725,30.98786087792245,30.80386661326781,31.00195200640215,1.6442982394132044,Medium,Online,14,2973.0,Tuesday,June
3948,U4122,805,359,Burger,2,251.42,2025-06-10 09:42:00,,39.0,Tanta,Credit Card,Delivered,Bicycle,30.790597977678665,31.00727191744665,30.79310475125207,30.990309937459624,30.78861167921531,31.01374685622358,1.6470655551372335,High,Online,9,502.84,Tuesday,June
3949,U6063,340,205,Pasta,1,111.68,2025-06-14 03:45:00,,38.0,Assiut,Wallet,Delivered,Car,27.167420764552595,31.202148692775637,27.17514940562718,31.202079838130107,27.16389100139336,31.200387301365097,0.8564086958830746,Low,Offline,3,111.68,Saturday,June
3950,U6627,840,348,Salad,2,96.3,2025-06-14 00:01:00,,41.0,Mansoura,Credit Card,Delivered,Bicycle,31.027252513323724,31.3990561452384,31.03407290961624,31.37015164453153,31.027910437291663,31.385323784704315,2.861346338155417,Low,Online,0,192.6,Saturday,June
3951,U8085,938,304,Pizza,1,83.26,2025-06-07 22:49:00,,30.0,Alexandria,Credit Card,In Transit,Car,31.18104831014578,29.90690237102065,31.19210249434252,29.911078787472512,31.21938870501029,29.9374518518769,1.2886371294230106,Low,Online,22,83.26,Saturday,June
3952,U3473,689,65,Fried Chicken,4,386.8,2025-06-05 16:30:00,,31.0,Giza,Credit Card,In Transit,Motorbike,30.026497888227777,31.21199182092684,30.01047063561341,31.22164989391884,30.031798042713376,31.20251034006709,2.0061409416808167,High,Offline,16,1547.2,Thursday,June
3953,U8732,768,379,Sandwich,3,216.42,2025-06-13 05:35:00,,39.0,Cairo,Cash,Delivered,Motorbike,30.06338762384194,31.234474579584205,30.03584059692791,31.22373395979896,30.030138489697645,31.226008278788903,3.2245691381191124,Low,Online,5,649.26,Friday,June
3954,U5305,631,404,Shawarma,2,222.86,2025-06-15 11:01:00,,37.0,Cairo,Credit Card,Delivered,Motorbike,30.029818381471788,31.229669870784665,30.04075435852792,31.234969248436755,30.05527193109017,31.244609737451714,1.3156360703908063,Medium,Online,11,445.72,Sunday,June
3955,U3916,120,266,Pasta,2,132.96,2025-06-13 17:39:00,,22.0,Cairo,Cash,Delivered,Motorbike,30.03365900855061,31.229386028720665,30.04731487162512,31.245479729371848,30.062930631201294,31.217878203706935,2.168149263997291,High,Online,17,265.92,Friday,June
3956,U7725,289,395,Salad,4,366.04,2025-06-13 16:03:00,,47.0,Mansoura,Credit Card,Delivered,Motorbike,31.05263638095788,31.40033760088949,31.028288802280045,31.362799525473942,31.038245487583367,31.36721018007293,4.486487036856911,High,Online,16,1464.16,Friday,June
3957,U2510,635,243,Burger,2,143.86,2025-06-08 01:22:00,,27.0,Giza,Credit Card,Delivered,Motorbike,30.030158551918248,31.190363819739783,29.994339495359725,31.200518785326217,30.005706729609933,31.208688649660047,4.089714152766276,Low,Offline,1,287.72,Sunday,June
3958,U4796,195,328,Pasta,5,704.5,2025-06-05 16:45:00,,23.0,Alexandria,Credit Card,Cancelled,Motorbike,31.196885095312272,29.93280145814728,31.202978538320167,29.931704518885724,31.195006529045223,29.92210938413634,0.683638485567748,High,Online,16,3522.5,Thursday,June
3959,U7250,97,394,Burger,2,134.08,2025-06-14 05:09:00,,46.0,Cairo,Credit Card,Delivered,Car,30.026424898890763,31.233839541988008,30.026375437799803,31.22278305829601,30.06161817424821,31.24475117219973,1.0665305954397597,Low,Online,5,268.16,Saturday,June
3960,U9460,519,94,Fried Chicken,1,101.35,2025-06-14 15:20:00,,39.0,Tanta,Cash,Delivered,Motorbike,30.768075673347717,31.000867254216217,30.790575744107013,30.998466141264885,30.77964604429288,31.007610428537703,2.5050521601243534,Medium,Online,15,101.35,Saturday,June
3961,U1589,100,6,Koshary,4,501.0,2025-06-06 21:27:00,,40.0,Giza,Credit Card,Delivered,Bicycle,30.01605799464276,31.218470026357597,29.99823971759915,31.19498814402321,30.011114964542426,31.224116343857567,3.005659523071034,Low,Online,21,2004.0,Friday,June
3962,U4861,186,394,Koshary,5,426.8,2025-06-09 01:44:00,,21.0,Zagazig,Credit Card,Delivered,Bicycle,30.583415804355727,31.50025435983662,30.596140642732173,31.497917305520325,30.586567078745315,31.49851846077514,1.4284032143303085,Low,Online,1,2134.0,Monday,June
3963,U9409,124,394,Salad,4,196.28,2025-06-15 05:04:00,,39.0,Mansoura,Credit Card,Delivered,Motorbike,31.019046097103107,31.40099287910878,31.037896456911643,31.38343841371254,31.02172354284183,31.3753725228612,2.678976047103424,Low,Online,5,785.12,Sunday,June
3964,U8509,193,443,Fried Chicken,4,226.16,2025-06-06 21:36:00,,32.0,Tanta,Credit Card,Delivered,Car,30.7898300956925,31.012905168127105,30.803640976974236,30.979822998723776,30.76915998436905,30.99687037408841,3.516969350368722,Low,Online,21,904.64,Friday,June
3965,U1323,320,358,Shawarma,2,84.08,2025-06-07 20:00:00,,42.0,Assiut,Credit Card,Delivered,Motorbike,27.161352101463564,31.172237728173734,27.17073403631209,31.167253437989302,27.17337700524346,31.188670837090992,1.1509738680096715,Low,Online,20,168.16,Saturday,June
3966,U8884,910,177,Shawarma,1,128.83,2025-06-11 17:06:00,,32.0,Alexandria,Cash,Delivered,Car,31.21159487832597,29.92551700185629,31.20937546889308,29.916352160813805,31.21130436672329,29.935771948355384,0.9073572453360258,High,Online,17,128.83,Wednesday,June
3967,U7104,955,161,Sandwich,3,329.31,2025-06-04 08:47:00,,56.0,Mansoura,Credit Card,In Transit,Car,31.03015731290813,31.380514607851996,31.0537863420848,31.36981592196994,31.04529533570574,31.384171202662973,2.811799198589464,High,Online,8,987.9300000000001,Wednesday,June
3968,U1830,363,490,Sandwich,5,549.85,2025-06-03 16:10:00,,30.0,Alexandria,Credit Card,Delivered,Bicycle,31.18171032012037,29.91314320863751,31.217262769326965,29.91046108899659,31.18505577465297,29.91855903245265,3.950082648398169,High,Online,16,2749.25,Tuesday,June
3969,U5602,757,167,Burger,2,204.8,2025-06-07 06:48:00,,35.0,Tanta,Cash,Delivered,Bicycle,30.790034088839327,30.99226684921925,30.779735331095143,31.00559547770368,30.800727354485968,30.984587615334924,1.7121038080583302,Low,Online,6,409.6,Saturday,June
3970,U7253,62,434,Salad,1,73.44,2025-06-14 22:38:00,,17.0,Tanta,Cash,Delivered,Bicycle,30.78240737657732,30.984710082847077,30.779241401258588,30.978223520494204,30.76744261580938,30.99403559755276,0.7132494584685678,Low,Online,22,73.44,Saturday,June
3971,U8194,8,143,Sandwich,2,252.46,2025-06-05 16:40:00,,40.0,Tanta,Cash,Delivered,Bicycle,30.80545201653429,30.996506106363103,30.77140795780016,30.998365438138336,30.767432269350035,30.997803677757737,3.778516335195222,High,Online,16,504.92,Thursday,June
3972,U6701,36,465,Koshary,5,634.0999999999999,2025-06-14 01:54:00,,43.0,Cairo,Wallet,Delivered,Bicycle,30.046167946500148,31.23952643923612,30.05612572871334,31.24653289975358,30.024753666575418,31.246129862595048,1.2942316514929104,Low,Online,1,3170.4999999999995,Saturday,June
3973,U8530,541,409,Pizza,4,165.4,2025-06-11 04:53:00,,60.0,Zagazig,Cash,Delivered,Car,30.57870956724148,31.513933245016965,30.598145045596805,31.488354937598388,30.603440144341253,31.49985195356656,3.265132663830145,Low,Online,4,661.6,Wednesday,June
3974,U1315,962,443,Pasta,4,385.8,2025-06-10 16:40:00,,46.0,Cairo,Cash,Delivered,Bicycle,30.05277755458536,31.227251023983182,30.044356409860896,31.22356012410944,30.03340364215885,31.2311277627782,0.999070665324651,High,Online,16,1543.2,Tuesday,June
3975,U5456,826,387,Salad,5,538.75,2025-06-03 20:15:00,,24.0,Giza,Wallet,Delivered,Bicycle,30.00395968010171,31.21985242736845,30.014575864040943,31.20928375739534,29.99560995904259,31.19140037104959,1.5571101241584329,Low,Online,20,2693.75,Tuesday,June
3976,U2128,592,275,Salad,5,200.2,2025-06-02 22:08:00,,30.0,Tanta,Wallet,Delivered,Car,30.8026697316563,31.00035090868958,30.782987557280435,31.01187960241069,30.776841337264425,31.002225998925034,2.445199752196616,Low,Online,22,1001.0,Monday,June
3977,U2489,654,76,Shawarma,5,745.25,2025-06-10 21:56:00,,33.0,Alexandria,Cash,Delivered,Bicycle,31.195088878820293,29.909021653177938,31.21591168375704,29.924446727480007,31.191976894363503,29.933261431595025,2.736952851590045,Low,Online,21,3726.25,Tuesday,June
3978,U8705,356,281,Shawarma,5,691.7,2025-06-16 02:29:00,,38.0,Assiut,Credit Card,Delivered,Bicycle,27.18289474251105,31.19518029408507,27.179982134172327,31.16466538105552,27.17260218067489,31.16729494293537,3.0410521066970766,Low,Online,2,3458.5,Monday,June
3979,U1378,783,202,Salad,5,404.0,2025-06-05 02:15:00,,29.0,Alexandria,Cash,Delivered,Bicycle,31.182122924152967,29.922815513000348,31.19738420959726,29.915557644685787,31.19202745737539,29.908137551713416,1.8280124073109285,Low,Online,2,2020.0,Thursday,June
3980,U6545,649,371,Pizza,1,101.73,2025-06-08 13:09:00,,46.0,Mansoura,Wallet,Delivered,Bicycle,31.03494484951809,31.3996953572088,31.030066893800917,31.39999235697469,31.0291817180218,31.387674527180423,0.5415618816423425,Medium,Online,13,101.73,Sunday,June
3981,U7003,465,18,Pizza,1,122.03,2025-06-13 13:12:00,,39.0,Mansoura,Wallet,Delivered,Bicycle,31.05119454158644,31.37303663593796,31.0575388055047,31.382293679143235,31.05615956256448,31.37912955591472,1.129372237220482,Medium,Online,13,122.03,Friday,June
3982,U9249,869,178,Shawarma,5,700.45,2025-06-13 01:05:00,,30.0,Cairo,Credit Card,Delivered,Bicycle,30.05662595221453,31.254625283285144,30.048833960796443,31.23342760706936,30.058220384181027,31.253765341542568,2.219202673584065,Low,Online,1,3502.25,Friday,June
3983,U7453,734,76,Koshary,1,104.46,2025-06-11 07:11:00,,49.0,Mansoura,Wallet,Delivered,Car,31.02687274235414,31.383722058386454,31.023923821064013,31.376338467798032,31.057237009359085,31.39590710227798,0.7771018149841131,High,Online,7,104.46,Wednesday,June
3984,U4774,845,319,Sushi,3,225.96,2025-06-05 03:50:00,,29.0,Assiut,Cash,Delivered,Motorbike,27.169943162840426,31.181891096608048,27.191042063492787,31.18746641896061,27.16976150672929,31.178266783709933,2.402288192627386,Low,Online,3,677.88,Thursday,June
3985,U2986,830,352,Burger,3,302.67,2025-06-09 01:01:00,,49.0,Tanta,Cash,Delivered,Bicycle,30.79919221248853,31.01319779792733,30.80556621758241,31.008980883991587,30.79131382376673,30.99567901893176,0.813776044789829,Low,Online,1,908.01,Monday,June
3986,U9265,427,445,Pasta,3,169.17000000000002,2025-06-10 01:43:00,,38.0,Zagazig,Credit Card,Delivered,Motorbike,30.604915936806776,31.48831534008236,30.599825393643645,31.518438432960345,30.60674187872255,31.50282531912745,2.943361755771759,Low,Online,1,507.51000000000005,Tuesday,June
